,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,cluster
12173,27E39dDg0Bx1RzkF3eJJsb,0.492,0.73,-6.434,0.0416,0.57,8.5e-06,0.916,131.011,4,14
12174,7orb0y6ySGdsYZywMoQtsD,0.493,0.525,-9.289,0.0315,0.182,4.4e-06,0.449,127.492,4,24
12175,13xM8Ik90iythL1dEt2Ihs,0.676,0.163,-14.674,0.0316,0.888,8.72e-05,0.856,99.087,4,23
12176,5AQmciYrbg8XE6uP6nplIu,0.291,0.224,-10.834,0.0287,0.744,8.68e-06,0.389,83.981,4,16
12177,6KMQbarioFLzdFo70Ts1lk,0.541,0.167,-10.468,0.0279,0.924,0.000179,0.284,85.818,4,16
12178,2cFofW5pvlV92u3PuqTBYj,0.594,0.705,-6.62,0.03,0.189,0.0,0.651,123.817,4,5
12179,2FiPjnKx0d3glpA0QLwJqm,0.466,0.562,-6.286,0.0281,0.242,0.0,0.628,66.768,4,10
12180,6WJNqPaXZnPbPQDKL8j7Zh,0.209,0.256,-10.979,0.0356,0.894,4.73e-06,0.0979,85.461,3,22
12181,2QIvd2Uow99gv5kBBbtf3y,0.657,0.54,-9.875,0.0232,0.415,1.74e-06,0.673,94.258,4,14
12182,0l2L2pk470I0GcaF5DUvMC,0.453,0.518,-8.567,0.0333,0.437,0.000111,0.635,171.706,4,15
12183,0iuZO3btsNI2VyQ187XiBu,0.512,0.91,-4.494,0.0802,0.799,0.0,0.655,126.895,4,14
12184,4VMOdHVfB57lNhSDadhOBc,0.653,0.75,-6.531,0.0356,0.616,0.0,0.962,125.7,4,14
12185,1k4OsQujxXPLij0ZsTFlMx,0.521,0.446,-7.696,0.0354,0.827,0.000102,0.33,113.78,4,1
12186,0Nye0oZTID7aE8E1gT1ZTU,0.376,0.887,-5.019,0.261,0.342,0.000842,0.378,92.2,4,4
12187,3xEJ59GyjCjcJ69RQc2ej6,0.759,0.492,-7.795,0.0413,0.252,0.000301,0.0899,133.056,4,19
12188,7isKcNmNuuDEK2I8iFhe7h,0.51,0.0327,-19.551,0.088,0.955,0.687,0.389,78.515,5,2
12189,7DHWYI1t2GDsNszCVy3VUk,0.473,0.795,-6.991,0.139,0.631,7.6e-06,0.688,160.531,4,15
12190,5ovYFa8Em47SgPmhBlZb5N,0.439,0.813,-8.304,0.0607,0.563,0.000605,0.937,82.077,4,14
12191,5TWbNkeJnYkcT04J81apOr,0.52,0.344,-11.384,0.0297,0.852,1.14e-06,0.844,51.735,4,23
12192,4GcFycJt14aqnUGiEgG3JH,0.102,0.179,-20.847,0.0477,0.968,0.775,0.0268,85.692,1,25
12193,6MRarPnjPQSYUXFXhyhYd2,0.394,0.778,-5.865,0.041,0.0147,0.309,0.619,131.399,4,5
12194,1vaUxfrERQIQfJ1wBTmeRE,0.944,0.477,-7.331,0.33,0.00311,6.81e-05,0.737,127.965,4,4
12195,4ZVCvXESAicU8SiPiAxRy7,0.636,0.802,-7.024,0.0526,0.0353,1.24e-05,0.962,75.813,4,28
12196,5E3BVY66TEDexFutOO5GeS,0.667,0.498,-11.027,0.0364,0.00772,0.0,0.774,85.843,4,6
12197,4mF1WyVP06w7DBIs2rkt0R,0.572,0.272,-9.241,0.0356,0.955,0.00295,0.279,103.255,4,1
12198,21f4xwSliK7zIc1gwLXmht,0.514,0.886,-4.635,0.0274,0.00346,0.00169,0.561,106.034,4,28
12199,3OCu1I58aI9fy6m6pYEtN2,0.602,0.485,-6.856,0.0306,0.405,0.000181,0.458,139.406,4,24
12200,4Bt4HlURJQr5iMerpDhbn8,0.571,0.482,-7.18,0.0271,0.694,0.0001,0.189,102.811,4,1
12201,5KoMriInmJxD8kLJW1H9Sa,0.838,0.133,-14.151,0.132,0.641,0.0991,0.407,104.115,4,23
12202,2pMXPeqRQyhbu4KGHt1zv6,0.584,0.47,-8.585,0.037,0.896,0.0,0.753,114.901,4,14
12203,4kAlrbYZYKIK1N2W8CaJVK,0.618,0.386,-9.958,0.107,0.624,3.9e-06,0.67,142.925,4,23
12204,2xle07gLdO9PyO4DGj0ktb,0.476,0.754,-9.556,0.0549,0.000172,0.031,0.576,128.076,4,5
12205,1j5cGcXWdHKTPQ2XgXODJI,0.428,0.694,-8.455,0.0978,0.697,0.0,0.574,145.353,4,14
12206,1UnpwO2iy4KXj93e6Q1UYE,0.721,0.609,-7.904,0.036,0.581,0.0102,0.814,130.371,4,14
12207,5O4gF6ZXR1ZPU8bsQ8GBpf,0.497,0.773,-7.484,0.0558,0.357,0.0,0.57,168.316,4,15
12208,3gwRWIbr5ycEVLIAXrWaw7,0.44,0.609,-8.824,0.0358,0.0715,0.0,0.364,165.156,4,24
12209,788U1Sqej9M6c4iikuDGxO,0.647,0.56,-8.809,0.0387,0.723,0.0,0.913,120.418,3,3
12210,5Fpbw9DCdROeT1JtJWi7lR,0.425,0.0199,-21.988,0.0447,0.922,0.00014,0.181,60.888,4,18
12211,4rz0D07CwZoOo6XCwqvwGC,0.677,0.88,-6.811,0.182,0.00462,0.832,0.603,127.853,4,20
12212,3gGxkaGQL44CQbqRqUe1cH,0.631,0.145,-15.549,0.0684,0.987,0.852,0.13,108.72,3,29
12213,135WMJorhiGvPe50XF54D9,0.692,0.459,-9.461,0.0403,0.0632,0.512,0.35,150.695,4,7
12214,3sLC2tU4NkpfDgVdts2q7c,0.237,0.336,-11.991,0.034,0.973,1.46e-05,0.0549,84.969,3,22
12215,4LkYErZ63mSuUNFKuwblN2,0.725,0.32,-14.51,0.0437,0.727,0.38,0.477,114.186,4,23
12216,7pDjtZlRLAk0f2IyEHhzRn,0.619,0.226,-15.71,0.0348,0.849,0.0516,0.302,107.483,4,18
12217,7C6hdDIz90Uf5YmdZnYbJJ,0.492,0.755,-9.273,0.0331,0.00748,0.0,0.796,127.387,4,5
12218,0VTBsLV9fLSPX6D5K3k3L4,0.557,0.252,-10.704,0.0655,0.742,0.0197,0.509,75.408,4,16
12219,0JzBbIAkm1hSxIrVai4JY1,0.324,0.21,-9.605,0.0291,0.958,0.000957,0.138,95.123,3,22
12220,4H01EkzG7KtRdcz5JP6xFa,0.301,0.842,-6.261,0.0409,0.16,0.0,0.965,144.794,4,5
12221,3RQGGvUzEwIUR9pMbCfeVS,0.356,0.133,-10.738,0.0422,0.955,0.0,0.247,76.268,4,16
12222,2DJiduTTDVV8fKLgvzdVO0,0.421,0.515,-8.901,0.0288,0.402,0.0964,0.22,161.104,4,24
12223,6RNT5eJrtqaR9SGgGZjOYg,0.659,0.425,-11.028,0.0308,0.382,0.631,0.281,75.763,4,17
12224,53UVHYP4xGTCdpaM5vvRkf,0.292,0.249,-11.431,0.0286,0.926,0.00122,0.206,147.488,4,8
12225,0BBOcCOeHhKHgLuyCx1ZRt,0.665,0.792,-7.055,0.0351,0.0859,0.000112,0.676,105.896,4,28
12226,5aYATHyS6ou3rGtLiPrKML,0.554,0.179,-18.254,0.0362,0.937,0.024,0.374,141.946,4,18
12227,2mFOdGcTPNaSAzZAtTx9gz,0.568,0.0874,-13.151,0.0504,0.903,5.98e-06,0.102,120.579,4,18
12228,10Wtj4WHh9APnWq5q21NDT,0.481,0.26,-12.241,0.0307,0.794,3.26e-06,0.169,131.319,3,22
12229,2DAWnryTnJrsjGzRodWc1q,0.476,0.313,-9.725,0.0569,0.927,2.03e-06,0.306,99.39,4,16
12230,2mvffzYUJ9Ld9xhsF5DUjU,0.436,0.876,-4.902,0.0647,3.33e-05,0.000104,0.512,157.044,4,21
12231,3v4FtaaEGO4KGnuFfXQgor,0.624,0.422,-10.838,0.0297,0.653,0.00124,0.173,112.014,3,22
12232,2Im6Jdx18HFgxDz8zegDgB,0.528,0.109,-18.497,0.057,0.94,0.896,0.118,95.606,4,2
12233,3QGTAH2zBXS0EgLdrouSgF,0.617,0.151,-16.413,0.0377,0.9,0.000119,0.379,101.894,4,18
12234,4hZiDVgUkLXvA9ZD3PurkI,0.323,0.949,-4.429,0.0565,0.000224,1.34e-06,0.385,166.375,4,21
12235,3OpoDVx3Ct42RM68Bvffvy,0.279,0.626,-7.095,0.0342,0.077,0.00394,0.342,77.513,4,10
12236,62W4JCr3ZyA7KrLenydVxU,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0,11
12237,0lMceZlI5qIPORg9rcXPE6,0.639,0.714,-6.076,0.24,0.0015,0.259,0.32,124.023,4,4
12238,7zvMaTcCspbRMahT4DcjQG,0.44,0.329,-9.744,0.0518,0.991,0.0,0.192,87.147,4,16
12239,5rfT032kGmLvbxZzfHlu5D,0.271,0.714,-5.124,0.0329,0.392,0.0,0.239,94.158,3,3
12240,0O8Ymlu03OqEX5XU5p8Rw3,0.328,0.546,-10.031,0.032,0.457,0.0565,0.224,169.975,4,24
12241,5lzLedCPBk2A36KQUWEt5P,0.611,0.572,-9.196,0.031,0.673,0.705,0.446,124.101,3,17
12242,5aZY2IoiWftvJsbF3NV4x7,0.689,0.41,-9.629,0.0275,0.835,0.0276,0.248,97.725,4,1
12243,7x6bQRig0ZXNjlleX3dqnH,0.621,0.702,-7.331,0.0295,0.221,0.0506,0.88,95.204,3,3
12244,3ZsviT0LMNTJljYjlpX7bo,0.567,0.792,-3.844,0.178,0.0177,0.0,0.622,100.093,4,4
12245,1NSXjptkkZDq2D1ICDizdw,0.365,0.451,-11.593,0.0317,0.318,0.0491,0.502,179.847,4,15
12246,39e1gl7VaxuCev5ga7bvNq,0.641,0.687,-7.36,0.0335,0.162,0.168,0.416,98.014,4,19
12247,2lgTJem8nbBgkNKTRAi4PT,0.366,0.898,-5.47,0.0399,0.00319,0.878,0.498,156.048,4,7
12248,2DgaPZppYXSYGCaBceXfTw,0.332,0.786,-4.112,0.0334,0.0295,0.941,0.444,139.988,4,7
12249,7D1N9dMeGE6MZlRZ35n914,0.747,0.679,-7.178,0.0777,0.0258,0.0572,0.595,125.808,4,19
12250,3kZSpLsFYetPCxbvC2Gs0c,0.392,0.758,-7.072,0.0343,0.0797,0.283,0.432,137.995,4,0
12251,1eeOz30z9PSBtWr4gYDX67,0.32,0.22,-15.821,0.0392,0.966,0.903,0.346,174.786,3,29
12252,4kAg9RIZBINskX8MhYXN3P,0.439,0.342,-9.866,0.029,0.921,0.168,0.27,87.035,3,22
12253,4jF8GAMRCOenL17cNnBDI0,0.886,0.847,-8.296,0.1,0.0888,0.937,0.443,126.163,4,20
12254,6P3Jl6xeHPpWZnm3XGB43Z,0.191,0.948,-3.904,0.149,6.73e-06,0.00265,0.0391,170.17,4,21
12255,2qKioq4HNraWk0DXH4Rdut,0.631,0.267,-13.962,0.0296,0.814,0.884,0.139,109.169,4,17
12256,2Me5AgLwFI4vAmHFRnMu2Y,0.776,0.686,-6.734,0.0498,0.234,0.659,0.631,134.349,4,20
12257,379hxtlY5LvbPQa5LL6dPo,0.304,0.543,-10.619,0.034,0.751,0.0145,0.387,101.545,3,22
12258,5YGJzSL1fYvjwsfy1f1iqJ,0.635,0.584,-6.471,0.225,0.47,2.32e-05,0.53,200.216,4,9
12259,7HKW2F9UqwMVPdByorotm1,0.624,0.577,-6.247,0.0294,0.353,0.124,0.508,176.177,4,15
12260,3Mjt0DGGDsNM3W55xaaClo,0.675,0.776,-5.071,0.0447,0.00758,0.121,0.381,120.0,4,19
12261,2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,-9.516,0.0271,0.0422,0.619,0.518,109.942,4,20
12262,2u1Zj8Fvqskdr6XksFTlPs,0.508,0.75,-5.354,0.0404,0.178,2.81e-06,0.536,62.506,4,28
12263,62dMQ8X92pWmL31cLOpx20,0.576,0.85,-3.71,0.0671,0.00035,6.89e-06,0.645,130.119,4,5
12264,4LXL63jhTlZ5FMUSRSKWAC,0.547,0.922,-5.005,0.0701,0.0113,0.00042,0.481,118.025,4,0
12265,3nxOmPXOoYQ7iW3lI3MImf,0.646,0.832,-5.084,0.0383,0.000393,0.00297,0.782,117.997,4,27
12266,1RIzCIiswTH0AsewOd3o6v,0.888,0.415,-6.583,0.0405,0.114,0.13,0.671,93.714,4,6
12267,63Gy4fUOHs8IxqOMaWYMyc,0.613,0.122,-13.797,0.464,0.877,0.0,0.335,178.89,4,13
12268,4oXBaOaxAV0wvkIyZFNkDT,0.486,0.0948,-27.674,0.0406,0.962,0.948,0.357,116.131,4,2
12269,0UbSsQQxCfoZTZYieGNxCy,0.266,0.0121,-32.77,0.0402,0.994,0.785,0.275,64.98,4,2
12270,7Bl5Fqa2g1UFs2O1VJiKhb,0.365,0.698,-6.643,0.037,0.0349,7.85e-05,0.233,121.403,4,24
12271,54oSnHuiOqslqV9jwrIuqt,0.451,0.494,-8.665,0.0286,0.33,0.00154,0.312,100.288,3,3
12272,1nMpuUZl8hNmdHUpqZgbt5,0.586,0.791,-8.571,0.0364,0.44,0.754,0.293,144.049,4,7
12273,2usrT8QIbIk9y0NEtQwS4j,0.617,0.778,-8.872,0.027,0.459,0.925,0.152,100.363,4,17
12274,1dW120hKe2ataDsTkQHHwc,0.905,0.641,-10.769,0.0548,0.896,0.9,0.29,94.994,4,17
12275,2fZofY7Q6ue5ag4OV82QRS,0.55,0.655,-8.135,0.032,0.4,0.8,0.298,135.003,4,7
12276,2q793gbWTvoSVzDm0QV14C,0.55,0.823,-7.739,0.0561,0.115,0.916,0.699,80.033,4,20
12277,36TEbgBi8e6crPdqggDzDZ,0.511,0.62,-8.897,0.0305,0.175,0.15,0.4,61.671,4,10
12278,7mWHrkIR7x0U51FQOwcKwW,0.746,0.345,-13.613,0.0448,0.289,0.84,0.483,123.881,4,17
12279,2Az1B6Br3UfX2IYGAf1Biy,0.841,0.809,-3.405,0.0521,0.614,4.06e-06,0.963,169.117,4,27
12280,2pAD0PKMUMtxlMvz33tYzB,0.664,0.679,-8.293,0.03,0.149,4.84e-05,0.804,96.002,4,28
12281,4ORSbMPdTE7iHQ5tKDTHVV,0.579,0.979,-4.142,0.0888,0.0245,0.0,0.756,116.828,4,5
12282,6gmElXp37PSljsHZ3G9AFE,0.744,0.566,-8.081,0.0317,0.733,0.815,0.552,124.573,4,17
12283,0Rqwa6i410IwhTiugt6vXi,0.871,0.472,-11.077,0.0756,0.74,0.269,0.707,124.04,4,23
12284,1qyD5xpCI53VtITnxwB5Xn,0.593,0.565,-11.235,0.0298,0.000701,0.332,0.194,100.005,4,10
12285,7KkwMPKAdaZH9iyVvULlYJ,0.516,0.511,-9.642,0.0298,0.806,0.539,0.202,122.034,4,17
12286,3M1EsznP1YOIGAniTkdzg8,0.798,0.82,-11.754,0.112,0.00968,0.835,0.782,140.026,4,20
12287,4AN5haXv9j9cqGiXDLuPxY,0.241,0.122,-15.699,0.0516,0.993,0.00198,0.803,116.405,1,25
12288,3Yub3anoLj8w58TVpEXUJv,0.429,0.895,-4.677,0.0412,0.0133,0.00127,0.455,102.062,4,0
12289,0oYxD2Xa9ZGm3LkZoFAHYQ,0.657,0.487,-8.919,0.035,0.164,0.891,0.732,136.197,4,20
12290,2lX58uaD9vvyFScvxUa55j,0.665,0.442,-13.547,0.0314,0.541,0.582,0.818,128.808,4,17
12291,36LB42QBxwHBzAGwNpB32z,0.828,0.0977,-20.314,0.14,0.945,0.0553,0.422,103.664,4,18
12292,2Z66ubBMkt3GttpL5KbMak,0.572,0.289,-13.062,0.027,0.381,0.00633,0.155,107.976,3,22
12293,1bk9P03MkZzlvTH4zPaOpX,0.36,0.441,-7.664,0.0397,0.404,4.93e-06,0.201,173.893,4,24
12294,6Ipvys1H997fXyAl4NbKBj,0.586,0.802,-5.231,0.028,0.28,1.56e-05,0.545,127.684,4,0
12295,2bQZ9BBhP7vSBiyDz7KXnv,0.39,0.781,-7.878,0.0364,4.3e-05,0.412,0.199,113.511,4,7
12296,06UkYE0SZ3Y8zGRFOuWGAe,0.499,0.0341,-22.31,0.0417,0.923,5.27e-05,0.31,81.735,4,18
12297,24EN0sOmzD6yUsLmKGlLjy,0.522,0.599,-12.7,0.0487,0.0428,0.0804,0.366,176.132,4,24
12298,4MF31CA7wr4SuueryBPXN1,0.431,0.889,-1.763,0.0336,0.00633,0.0052,0.755,136.362,4,5
12299,4VcPw1c8BdKv6rUKAD1Hhw,0.61,0.736,-10.301,0.0514,0.0767,0.513,0.224,105.316,4,7
12300,2lC0VVD7xHu1IOIOVrLrj5,0.639,0.612,-6.742,0.0347,0.397,0.0,0.656,114.859,4,14
12301,2ue1KRstSKHF8jQkIJZiNC,0.629,0.551,-8.281,0.0256,0.22,0.0,0.685,113.155,3,3
12302,3EdoVT18WTQNKkdfIn9nkl,0.424,0.0511,-23.798,0.0449,0.989,0.894,0.196,82.126,4,2
12303,0YPyhXgtDks7BQozBSGCk4,0.754,0.391,-10.373,0.0381,0.0137,0.612,0.942,82.372,4,20
12304,4pdxEaljHc3pyiGAipOK2z,0.393,0.779,-6.177,0.0417,0.0286,0.395,0.17,109.605,4,7
12305,36cRepKm7KKxy8x6kWKjQa,0.679,0.652,-5.451,0.188,0.0122,0.0,0.772,99.975,4,4
12306,1TbK5nWKIxZYIRVurMvkuR,0.397,0.894,-3.099,0.0464,9.07e-06,0.642,0.277,134.993,4,7
12307,6GpB3kOT6fIcvVrt0NHdRe,0.691,0.609,-6.851,0.0528,0.00043,4.05e-05,0.621,112.964,4,19
12308,0EAI9oCHKs4pxXNNuCZ23e,0.508,0.923,-5.333,0.0555,0.0462,0.000126,0.667,124.981,4,5
12309,0IUobYIwAPCqNgh7sRvNMm,0.374,0.905,-6.884,0.0413,4.64e-06,0.00757,0.465,167.984,4,21
12310,24WTL2BY3czD58BTwVnucJ,0.484,0.581,-10.739,0.0291,0.0443,0.224,0.298,160.145,4,24
12311,79stJTIz8iSj6B7Iu9zPIB,0.453,0.735,-6.78,0.0534,0.0145,0.000154,0.459,121.445,4,0
12312,3pxqNGtuQdRfPx5FxFJX4c,0.766,0.795,-2.866,0.236,0.104,0.0,0.842,92.007,4,4
12313,1FaU01TqZoXyaaUtB04Ms1,0.466,0.699,-17.578,0.85,0.93,1.41e-06,0.0391,104.063,4,26
12314,5xo1Gj4WTssjQgQ0w03cf2,0.566,0.712,-4.201,0.0334,0.0687,1.3e-05,0.753,82.193,4,28
12315,32qFynFqOmxIdgMSIctWqK,0.251,0.796,-5.103,0.0432,0.203,1.59e-06,0.729,173.376,3,3
12316,11L66HkRaRk83i94nWG8Dg,0.543,0.815,-4.534,0.0554,0.0972,0.0003,0.685,109.011,4,28
12317,7uHwZaROlb4EK3dBNJMghU,0.159,0.929,-3.171,0.141,6.43e-05,0.0,0.17,97.308,4,0
12318,0Aq8jlIBKCs1bDtrzaTTZC,0.533,0.266,-10.136,0.0476,0.926,0.0,0.183,126.85,4,1
12319,1cxbjuMMqQ5P8vibr3itXn,0.418,0.619,-7.923,0.0537,0.606,0.0,0.755,166.962,4,15
12320,36K7aF6DHZWwll0frRYIVO,0.591,0.559,-7.842,0.0346,0.123,0.00962,0.44,119.977,4,19
12321,7Deb4scGmEv4fY2CZcVnSb,0.649,0.438,-12.859,0.0357,0.911,0.759,0.932,149.897,4,17
12322,2s9SbaaQ7mo2slpmpcMoOp,0.454,0.906,-4.957,0.043,0.000953,0.0,0.624,157.148,4,21
12323,6T9H9EuecpuRa68W9clGDt,0.878,0.421,-6.212,0.0532,0.103,0.0,0.807,103.991,4,6
12324,4CbMBVy4OIdcVo4gNnCzSy,0.426,0.474,-9.794,0.0327,0.383,0.0492,0.455,114.223,4,24
12325,4g6ulcIKVvL0IAyPIRhGBq,0.353,0.499,-5.83,0.033,0.00144,0.721,0.191,143.568,4,7
12326,1ndPBbcUgZQJuVeeOr1y94,0.635,0.487,-9.546,0.0294,0.699,0.0288,0.695,139.185,4,23
12327,7uf2XHWp585MzgoCR8HDR4,0.454,0.837,-5.152,0.0335,0.133,1.8e-06,0.665,164.159,4,21
12328,3fdY6ZVYtiHcrArNdvK3Ux,0.234,0.27,-12.99,0.0342,0.908,0.941,0.0738,134.379,5,2
12329,0WpBeUlTgAdJpJvNEWOCEn,0.789,0.442,-10.244,0.0677,0.119,0.0849,0.657,120.013,4,6
12330,60eVCXFCuw1WYswBuNZc4H,0.542,0.961,-5.606,0.0518,0.000128,0.00119,0.472,114.048,4,0
12331,6hjVajm2JfjhXs803HqqMO,0.449,0.945,-6.652,0.0858,0.0164,0.914,0.155,127.956,4,7
12332,2rfykt24A45QHkgj2zaPDN,0.716,0.684,-7.744,0.0338,0.288,0.104,0.761,92.005,4,27
12333,6Ina91Zc3lgcXKlX2t0b3H,0.809,0.387,-6.772,0.0451,0.0695,0.00126,0.794,119.992,4,6
12334,0YJ9FWWHn9EfnN0lHwbzvV,0.462,0.832,-6.085,0.0479,0.108,0.00416,0.807,165.653,4,5
12335,0s4NbQ0wejCPZu6aMrpVQM,0.557,0.848,-5.559,0.313,0.117,0.0,0.671,77.448,4,4
12336,6TkXViJUO3SA6FMcrNwlD9,0.729,0.368,-10.765,0.0435,0.968,0.0,0.738,119.391,4,23
12337,0hS4pz3NrXknLsR4dyeqmk,0.446,0.296,-10.673,0.0396,0.935,9.07e-05,0.34,125.246,3,22
12338,15wA29bTYPOX5jDcrBLLI9,0.657,0.849,-7.093,0.0338,0.0154,0.483,0.835,131.917,4,20
12339,1AKKVEylH3YPYm64MTzl7M,0.523,0.61,-8.228,0.0293,0.00899,0.535,0.349,133.985,4,7
12340,0jbjnGu0pqho2vyJWywgi8,0.252,0.617,-10.029,0.0738,0.308,0.000267,0.305,146.419,4,24
12341,72E4M99ahZ328xadIudakz,0.338,0.505,-12.947,0.0807,0.986,0.965,0.708,81.005,3,29
12342,1SLovCqrzoxNbzT6AJGZhi,0.614,0.792,-6.329,0.104,0.0826,0.0,0.492,172.321,4,21
12343,7vKVFoMMM63cZzgPgeJuiE,0.661,0.384,-11.064,0.056,0.73,0.902,0.464,127.769,4,17
12344,2PljEJQRz29X8L3xV35KyV,0.807,0.848,-8.101,0.0374,0.00697,0.875,0.978,125.0,4,20
12345,0IYpmvWj0YAwd1N6ftQOWr,0.521,0.191,-18.228,0.061,0.577,0.0147,0.0521,125.277,3,22
12346,71HwjAcld2tNai5ylOCNI5,0.599,0.722,-7.017,0.0318,0.000467,5.93e-06,0.622,104.008,4,28
12347,3Ahf6A7Itwl4k8h59Kp09f,0.429,0.239,-12.09,0.0429,0.926,0.00024,0.256,126.696,4,8
12348,3g0f4OvRz5RiFL6YfIzOgs,0.754,0.483,-8.145,0.217,0.226,0.0,0.257,138.266,4,4
12349,6m9nww1dgb0BhrGBnSbyDv,0.681,0.367,-11.284,0.0455,0.171,0.678,0.188,89.306,4,17
12350,3A2r3ODmY7RWSsP7E2SL2x,0.75,0.204,-12.85,0.0339,0.9,0.000138,0.359,108.284,4,1
12351,0sh1AdicTDFsyUsHveKD5j,0.587,0.588,-10.364,0.0824,0.615,0.352,0.363,130.007,4,1
12352,1lguQJjlNrIOoOylYVZN3M,0.423,0.797,-4.659,0.124,0.177,0.0,0.592,82.617,4,28
12353,2zFDYu0o4JAfOZIZTxDKaD,0.611,0.488,-8.725,0.0288,0.136,0.00121,0.727,177.794,4,15
12354,3jjQHULAVn71k40mKwGMiV,0.462,0.981,-2.371,0.127,0.00166,0.00894,0.547,154.995,4,21
12355,4Vt20YD2JrG1H91twprvvA,0.575,0.511,-10.269,0.287,0.0246,0.00534,0.508,94.791,4,13
12356,7s2P7a0X9O2ZJymRPKYBIB,0.486,0.0685,-20.812,0.0358,0.973,0.000244,0.15,132.613,4,18
12357,0pXbXeZnywzFCtp4RxICky,0.615,0.195,-16.64,0.0381,0.631,0.0413,0.642,135.236,4,23
12358,7L93GESzq43UkKUt5FsOCq,0.811,0.823,-5.921,0.0423,0.0553,4.52e-06,0.827,106.929,4,27
12359,2jNSYcYDifZJAAi5gMVJR5,0.542,0.804,-5.368,0.114,0.00022,0.000156,0.587,93.028,4,28
12360,1niuZow0b9eqGCwWBOlsLq,0.282,0.493,-10.164,0.0339,0.558,0.00125,0.107,153.642,3,3
12361,1KTObLMW9mwk2iPjP3daHb,0.591,0.701,-5.879,0.0292,0.276,0.000103,0.509,146.039,4,5
12362,4A8lVcz8tx8hx5PVEnZTst,0.513,0.0796,-15.225,0.0324,0.905,0.0103,0.3,93.419,3,22
12363,4VSyrTZFGeEGeQdIHdF1EC,0.288,0.635,-7.984,0.0286,0.207,8.16e-05,0.73,73.487,4,10
12364,2i1S5Dq9SaFGcnw8mnb4ks,0.754,0.806,-4.767,0.0388,0.0346,0.0274,0.532,95.506,4,19
12365,1vyiiuTPTTmVJzFsdJIsLX,0.365,0.36,-7.528,0.0296,0.758,0.00804,0.238,79.509,4,16
12366,7w2s5Wj0LPNhUkVCt8av09,0.452,0.908,-2.535,0.0567,0.452,0.279,0.792,112.872,4,28
12367,2DGPkG2lOUG950TNTZ5KyO,0.614,0.745,-7.35,0.0713,0.766,0.00165,0.558,79.953,4,14
12368,5beii4gDylW7eFnWJ1uZaH,0.62,0.278,-16.68,0.0757,0.938,0.916,0.65,120.781,4,17
12369,6Np7zjvzQXdyCTlP7HAhmd,0.449,0.257,-15.713,0.0323,0.988,0.0296,0.251,149.63,3,22
12370,44sVjpF0mlDAQzRnf2HdTy,0.291,0.57,-12.055,0.042,0.0286,0.844,0.199,173.453,1,25
12371,5xf0zdP4KCfshyVn02D3Ea,0.588,0.724,-6.63,0.0335,0.614,8.92e-05,0.924,131.36,4,14
12372,4g4v0yDz5G3tORIUhmi53O,0.527,0.869,-5.1,0.0325,0.284,0.0,0.929,132.786,4,5
12373,4Xui4UHgDZ2qW6tv5tqvDl,0.55,0.57,-8.418,0.0296,0.209,0.111,0.758,118.764,4,14
12374,4WISOdcFGnwP0skIKPD1nf,0.829,0.482,-9.486,0.0373,0.396,0.0294,0.837,105.015,4,6
12375,3jLK3vhaHl1dMnwl8Tcx0u,0.791,0.772,-8.819,0.0566,0.0172,0.0193,0.674,115.99,4,27
12376,7LS5ovuVDpsEo0b9mWhn5W,0.833,0.569,-8.002,0.0492,0.0923,0.573,0.119,105.013,4,20
12377,3mjtciRnjbsJV7f7X0r4eG,0.699,0.845,-10.169,0.0467,2.33e-05,0.291,0.718,114.994,4,27
12378,20HDjZW85M2WdFlHONaY8h,0.729,0.728,-8.629,0.0461,0.00332,0.882,0.545,117.989,4,20
12379,2UYHP0RQqPFvue0Ygs5Amm,0.485,0.814,-4.894,0.0356,0.0783,0.0128,0.658,123.997,4,5
12380,5q45u6NsnW3EiNnpjBmwOC,0.497,0.805,-10.59,0.0548,0.165,0.0125,0.179,100.312,4,10
12381,4KjdLo9JWJEKYoAJ8spkat,0.474,0.902,-6.261,0.0349,0.362,0.0218,0.279,96.342,4,10
12382,5n4xPVVmSlQfygeg4xqCfR,0.739,0.376,-12.563,0.0399,0.226,0.019,0.8,119.96,4,6
12383,1dRLlF7e6S7oe522fOtP8w,0.829,0.543,-9.742,0.0392,0.451,0.909,0.949,117.123,4,20
12384,5qjWSyuU0rTLI8ohmx2K3Q,0.5,0.693,-7.078,0.445,0.546,0.0,0.371,190.511,4,9
12385,7iO5KHdM6cleP5VuaGJvbs,0.639,0.778,-6.172,0.103,0.415,0.0,0.528,81.993,4,28
12386,7K7E7LKK51PezScgsvVg9Y,0.129,0.00376,-41.766,0.0379,0.993,0.382,0.0376,147.148,5,2
12387,2hQKSSyqyYyQgiIkvyTi9b,0.505,0.0942,-20.709,0.0447,0.965,0.844,0.261,132.191,4,2
12388,3BsNxZnM79oJPjhCdUDab9,0.658,0.463,-6.251,0.0365,0.293,0.57,0.882,140.016,4,20
12389,0HaELdKUUyrNiDzuADLEoa,0.504,0.806,-4.955,0.0388,0.00155,0.799,0.921,120.205,4,20
12390,0dXk1hUqHFoQlCN4GgC7jN,0.583,0.312,-12.573,0.0359,0.796,0.293,0.165,116.78,4,1
